Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Mandai,2015,1,1,0.2,0.2,0.2,0.2,—,—,—,—,—
Mandai,2015,1,2,0,0,0,0,—,—,—,—,—
Mandai,2015,1,3,0,0,0,0,—,—,—,—,—
Mandai,2015,1,4,0,0,0,0,—,—,—,—,—
Mandai,2015,1,5,0,0,0,0,—,—,—,—,—
Mandai,2015,1,6,47.8,25,25.6,40.2,—,—,—,—,—
Mandai,2015,1,7,2.4,1.8,2.2,2.4,—,—,—,—,—
Mandai,2015,1,8,6.2,2.4,4.2,5.4,—,—,—,—,—
Mandai,2015,1,9,1,0.6,0.8,1,—,—,—,—,—
Mandai,2015,1,10,15.2,15.2,15.2,15.2,—,—,—,—,—
Mandai,2015,1,11,1.8,1.6,1.8,1.8,—,—,—,—,—
Mandai,2015,1,12,0,0,0,0,—,—,—,—,—
Mandai,2015,1,13,0,0,0,0,—,—,—,—,—
Mandai,2015,1,14,0,0,0,0,—,—,—,—,—
Mandai,2015,1,15,0,0,0,0,—,—,—,—,—
Mandai,2015,1,16,0,0,0,0,—,—,—,—,—
Mandai,2015,1,17,0,0,0,0,—,—,—,—,—
Mandai,2015,1,18,0,0,0,0,—,—,—,—,—
Mandai,2015,1,19,0,0,0,0,—,—,—,—,—
Mandai,2015,1,20,0,0,0,0,—,—,—,—,—
Mandai,2015,1,21,54.8,44.4,53.6,54.8,—,—,—,—,—
Mandai,2015,1,22,0.2,0.2,0.2,0.2,—,—,—,—,—
Mandai,2015,1,23,0,0,0,0,—,—,—,—,—
Mandai,2015,1,24,0,0,0,0,—,—,—,—,—
Mandai,2015,1,25,0,0,0,0,—,—,—,—,—
Mandai,2015,1,26,0,0,0,0,—,—,—,—,—
Mandai,2015,1,27,0,0,0,0,—,—,—,—,—
Mandai,2015,1,28,0.2,0.2,0.2,0.2,—,—,—,—,—
Mandai,2015,1,29,0,0,0,0,—,—,—,—,—
Mandai,2015,1,30,0,0,0,0,—,—,—,—,—
Mandai,2015,1,31,0,0,0,0,—,—,—,—,—
