date,latitude,longitude,numberofcases,comments
2016-09-01,1.326289,103.949658,1,Bedok Close
2016-09-01,1.3263497,103.94844,12,Bedok Rise
2016-09-01,1.3254162,103.9479906,11,Bedok Terrace
2016-09-01,1.32824,103.9516529,2,Bedok Ria Crescent (Stratford Court)
2016-09-01,1.320228,103.935387,1,Bedok South Avenue 3 (Bedok Court)
2016-09-01,1.3267773,103.9510555,3,Jalan Langgar Bedok
2016-09-01,1.3235044,103.9482431,1,Jalan Limau Bali
2016-09-01,1.324314,103.9457148,2,Jalan Limau Kasturi
2016-09-01,1.3241112,103.9480038,5,Jalan Limau Manis
2016-09-01,1.3250155,103.9486971,1,Jalan Limau Nipis
2016-09-01,1.3235044,103.9482431,4,Jalan Limau Purut
2016-09-01,1.3223613,103.9491761,1,Limau Garden
2016-09-01,1.3240655,103.9496037,1,Limau Rise
2016-09-01,1.3239191,103.9503292,2,Limau Terrace
2016-09-01,1.363207,103.964798,33,Loyang Rise
2016-09-01,1.3645518,103.9669871,5,Loyang View
2016-09-01,1.2999644,103.859733,1,Beach Road
2016-09-01,1.3006976,103.857684,25,Fraser Street
2016-09-01,1.4230093,103.8391504,2,Yishun Avenue 4 (Blk 650)
2016-09-01,1.4184718,103.8406211,1,Yishun Avenue 4 (Blk 651)
2016-09-01,1.4179689,103.8404889,1,Yishun Avenue 4 (Blk 656)
2016-09-01,1.4179689,103.8404889,2,Yishun Avenue 4 (Blk 657)
2016-09-01,1.4179689,103.8404889,9,Yishun Avenue 4 (Blk 658)
2016-09-01,1.4184718,103.8406211,1,Yishun Avenue 4 (Blk 659)
2016-09-01,1.4217541,103.8399255,1,Yishun Avenue 4 (Blk 660)
2016-09-01,1.4184718,103.8406211,1,Yishun Avenue 4 (Blk 661)
2016-09-01,1.4184718,103.8406211,1,Yishun Avenue 4 (Blk 663A)
2016-09-01,1.4205919,103.8383027,3,Yishun Street 61 (Blk 639)
2016-09-01,1.421111,103.8386809,1,Yishun Street 61 (Blk 640)
2016-09-01,1.421368,103.837318,1,Yishun Street 61 (Blk 643)
2016-09-01,1.4217481,103.8373835,1,Yishun Street 61 (Blk 644)
2016-09-01,1.4219296,103.8381954,1,Yishun Street 61 (Blk 645)
2016-09-01,1.3236096,103.9560325,6,Eastwood Drive
2016-09-01,1.3228287,103.9561278,10,Eastwood Green
2016-09-01,1.3221361,103.9562672,1,Eastwood Place
2016-09-01,1.3224981,103.9567406,5,Eastwood Walk
2016-09-01,1.3112417,103.8926889,1,Eastwood Green (Eastwood Green Terrace)
2016-09-01,1.352083,103.819836,1,Eastwood Road (Eastwood Centre)
2016-09-01,1.3247161,103.954121,1,Taman Bedok
2016-09-01,1.352083,103.819836,1,Fernwood Terrace (Fernwood Towers)
2016-09-01,1.352083,103.819836,10,Jalan Sempadan (Villa Marina)
2016-09-01,1.3118753,103.9274343,3,Jalan Sempadan
2016-09-01,1.3123152,103.9237722,2,Siglap Road
2016-09-01,1.3119905,103.9291051,2,Tay Lian Teck Drive
2016-09-01,1.3129176,103.9288547,1,Upper East Coast Road (Chiang's Court)
2016-09-01,1.313965,103.931344,4,Upper East Coast Road
2016-09-01,1.3748817,103.7650558,3,Gangsa Road (Blk 154)
2016-09-01,1.3763142,103.7645327,4,Gangsa Road (Blk 163)
2016-09-01,1.3769395,103.7650114,1,Gangsa Road (Blk 165)
2016-09-01,1.3776992,103.7645097,2,Petir Road (Blk 168)
2016-09-01,1.352083,103.819836,5,Petir Road (Maysprings)
2016-09-01,1.352083,103.819836,1,Upper Bukit Timah Road (The Linear)
2016-09-01,1.3837278,103.8715761,2,Jalan Bangau
2016-09-01,1.3825537,103.8724437,8,Jalan Jarak
2016-09-01,1.3850408,103.8726567,1,Jalan Selaseh
2016-09-01,1.3829461,103.8742393,1,Jalan Sindor
2016-09-01,1.3839438,103.8733497,3,Kelulut Hill
2016-09-01,1.352083,103.819836,1,Lorong K Telok Kurau (Nature Mansions)
2016-09-01,1.352083,103.819836,1,Lorong K Telok Kurau (The Vesta)
2016-09-01,1.352083,103.819836,1,Lorong K Telok Kurau (Veranda)
2016-09-01,1.3138939,103.9154442,5,Lorong K Telok Kurau
2016-09-01,1.3128119,103.9157912,1,Lorong L Telok Kurau
2016-09-01,1.352083,103.819836,2,Lorong L Telok Kurau (Le Conney Park)
2016-09-01,1.3299382,103.8866234,1,Balam Road (Blk 31)
2016-09-01,1.3299382,103.8866234,1,Balam Road (Blk 32)
2016-09-01,1.3257211,103.8851545,1,Circuit Road (Blk 35)
2016-09-01,1.3283032,103.8870762,1,Circuit Road (Blk 37)
2016-09-01,1.3238779,103.885573,1,Circuit Road (Blk 43)
2016-09-01,1.3264855,103.8860803,1,Circuit Road (Blk 45)
2016-09-01,1.3253715,103.8872798,1,Circuit Road (Blk 59)
2016-09-01,1.3238779,103.885573,2,Circuit Road (Blk 64)
2016-09-01,1.3238779,103.885573,1,Circuit Road (Blk 67)
2016-09-01,1.352083,103.819836,10,Choa Chu Kang Loop (Northvale)
2016-09-01,1.339475,103.7182739,1,Corporation Walk
2016-09-01,1.3382096,103.7212619,1,Kang Ching Road (Blk 339B)
2016-09-01,1.340459,103.7207319,4,Kang Ching Road (Blk 347)
2016-09-01,1.3399467,103.7200696,1,Kang Ching Road (Blk 348)
2016-09-01,1.3382623,103.7219443,1,Kang Ching Road (Blk 352)
2016-09-01,1.3390193,103.7210517,1,Kang Ching Road (Blk 355)
2016-09-01,1.3146472,103.7686199,1,Clementi Avenue 2 (Blk 333)
2016-09-01,1.316538,103.766856,1,Clementi Avenue 5 (Blk 322)
2016-09-01,1.3158285,103.7670795,6,Clementi Avenue 5 (Blk 323)
2016-09-01,1.3134583,103.9015915,5,Joo Chiat Place
2016-09-01,1.352083,103.819836,1,Joo Chiat Place (The Glacier)
2016-09-01,1.3170381,103.9141335,1,Lorong H Telok Kurau
2016-09-01,1.314924,103.914933,1,Lorong J Telok Kurau
2016-09-01,1.3056929,103.7605895,1,Clementi West Street 2 (Blk 705)
2016-09-01,1.3076744,103.7595122,5,West Coast Road (Blk 519)
2016-09-01,1.306734,103.760837,1,West Coast Road (Blk 703)
2016-09-01,1.3487115,103.9529248,1,Tampines Street 22 (Blk 283)
2016-09-01,1.3490863,103.9524611,1,Tampines Street 22 (Blk 284)
2016-09-01,1.3500494,103.9528594,3,Tampines Street 22 (Blk 285)
2016-09-01,1.3495541,103.9529071,1,Tampines Street 22 (Blk 286)
2016-09-01,1.349515,103.954147,1,Tampines Street 22 (Blk 299B)
2016-09-01,1.3558209,103.8616193,3,Golden Walk
2016-09-01,1.3565959,103.8632575,1,Jalan Pacheli
2016-09-01,1.355245,103.863044,1,Li Hwan Drive
2016-09-01,1.3161358,103.9125192,1,Joo Chiat Avenue
2016-09-01,1.3134583,103.9015915,4,Joo Chiat Place
2016-09-01,1.3251128,103.882854,5,Mattar Road
2016-09-01,1.3712641,103.8740654,1,Serangoon North Avenue 4 (Blk 517)
2016-09-01,1.3718129,103.8737767,1,Serangoon North Avenue 4 (Blk 520)
2016-09-01,1.3724726,103.873289,1,Serangoon North Avenue 4 (Blk 522)
2016-09-01,1.3735285,103.8735121,1,Serangoon North Avenue 4 (Blk 525)
2016-09-01,1.3735285,103.8735121,1,Serangoon North Avenue 4 (Blk 526)
2016-09-01,1.3257211,103.8851545,1,Circuit Road (Blk 85)
2016-09-01,1.3227657,103.8841906,2,Paya Lebar Way (Blk 120)
2016-09-01,1.3218954,103.8826371,1,Paya Lebar Way (Blk 121)
2016-09-01,1.3089152,103.9119581,1,East Coast Road (East Grove)
2016-09-01,1.352083,103.819836,2,East Coast Road (Heritage East)
2016-09-01,1.352083,103.819836,1,Lorong N Telok Kurau (Eton Court)
2016-09-01,1.3394015,103.7726315,2,Toh Yi Drive (Blk 16)
2016-09-01,1.339749,103.772568,2,Toh Yi Drive (Blk 17)
2016-09-01,1.3192299,103.9458639,1,Bedok South Avenue 3 (Blk 159)
2016-09-01,1.3196778,103.9450303,1,Bedok South Avenue 3 (Blk 167)
2016-09-01,1.3203284,103.9376188,1,Bedok South Road (Blk 164)
